Certification Number;Certification Date;Technology Partner;Server Name;Operating System;Database Release;CPU Architecture;CPU Speed;Processors;Cores;Threads;Memory;Cache;Pdf Link;Comments;Benchmark Users;Average Response Time;Average database dialog request time;Average database update request time;Dialog Steps Per Hour;Fully Processed Line Items Per Hour;saps;Ran concurrent with;Configuration;Environment;SAP Business Suite
2018030;2018-08-20;Huawei Technologies;Huawei Kunlun 9008 V5;Red Hat Enterprise Linux Server 7.4;Db2 10.1;Intel Xeon Platinum 8180M processor;2.50 GHz;8;224;448;3,072;64 KB L1 cache and 1,024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18030.pdf;;102999;0.52;;;35231000;11743670;587180;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018029;2018-08-20;Huawei Technologies;Huawei FusionServer 2488H V5;Red Hat Enterprise Linux Server 7.4;Db2 10.1;Intel Xeon Platinum 8180M processor;2.50 GHz;4;112;224;1536;64 KB L1 cache and 1,024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18029.pdf;;54000;0.54;;;18448000;6149330;307470;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018027;2018-07-26;Lenovo;Lenovo ThinkSystem SR850;Windows Server 2012 R2;Db2 10.5;Intel Xeon Platinum 8176 processor;2.1 GHz;4;112;224;1536;64 KB L1 cache and 1,024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18027.pdf;;51400;0.98;;;16855000;5618330;280920;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018021;2018-06-19;NEC;NEC Express5800 R120h-2M;Windows Server 2012 R2 Datacenter Edition;Microsoft SQL Server 2012 Enterprise Edition;Intel Xeon Platinum 8176 processor;2.1 GHz;2;56;112;768;64 KB L1 cache and 1,024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18021.pdf;;20535;0.92;;;6773000;2257670;112880;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018020;2018-06-18;Dell;Dell EMC PowerEdge R940xa;SUSE Linux Enterprise Server 12;Db2 10.5;Intel Xeon Platinum 8180M;2.5 GHz;4;112;224;1536;64 KB L1 cache and 1,024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18020.pdf;;65900;0.98;;;21605000;7201670;360080;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.
2018018;2018-06-15;Dell;Dell EMC PowerEdge R7425;Windows Server 2016 Datacenter;Db2 11.1;AMD EPYC 7601 processor;2.2 GHz;2;64;128;1024;96 KB L1 cache and 512 KB L2 cache per core, 64 MB L3 cache;https://www.sap.com/dmc/benchmark/2018/Cert18018.pdf;;25916;0.99;;;8491000;2830330;141520;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018016;2018-05-11;Lenovo;Lenovo ThinkSystem SR950;Windows Server 2012 R2;Db2 10.5;Intel Xeon Platinum 8180 processor;2.5 GHz;8;224;448;3072;64 KB L1 cache and 1,024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18016.pdf;;101051;0.60;;;34318000;11439330;571970;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018015;2018-04-30;Dell;Dell EMC PowerEdge R840;SUSE Linux Enterprise Server 12;SAP ASE 16;Intel Xeon Platinum 8180M processor;2.5 GHz;4;112;224;1536;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18015.pdf;;65900;0.99;;;21577000;7192330;359620;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018014;2018-04-19;Dell;Dell EMC PowerEdge R7425;SUSE Linux Enterprise Server 12;SAP ASE 16;AMD EPYC 7601 processor;2.2 GHz;2;64;128;1024;96 KB L1 cache and 512 KB L2 cache per core, 64 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18014.pdf;;28000;0.99;;;9175000;3058330;152920;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018013;2018-04-19;Dell;Dell EMC PowerEdge M640 Blade-Server;Red Hat Enterprise Linux 7.4;SAP ASE 16;Intel Xeon Platinum 8176 processor;2.1 GHz;2;56;112;768;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18013.pdf;;28560;0.99;;;9353000;3117670;155880;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018009;2018-02-16;Amazon Web Services;Amazon EC2 m5.24xlarge;Windows Server 2016 Datacenter Edition;SQL Server 2012;Intel Xeon Platinum 8175M Processor;2.5 GHz;2;48;96;384;64 KB L1 cache and 1024 KB L2 cache per core, 33 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18009.pdf;;24700;0.96;;;8114000;2704670;135230;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2018008;2018-03-06;Dell;Dell EMC PowerEdge R740;Windows Server 2016 Datacenter Edition;DB2 11.1;Intel Xeon Platinum 8180 processor;2.5 GHz;2;56;112;768;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18008.pdf;;31020;0.98;;;10168000;3389330;169470;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018006;2018-02-13;IBM;IBM BI.S3.NW384;Red Hat Enterprise Linux 7.4;DB2 10.5;Intel Xeon Gold Processor 6140;2.3 GHz;2;36;72;384;64 KB L1 cache and 256 KB L2 cache per core, 24 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18006.pdf;;14440;0.91;;;4766000;1588670;79430;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2018005;2018-02-07;NEC;NEC Express5800 A2040d;Windows Server 2012 R2 Datacenter Edition;Microsoft SQL Server 2012 Enterprise Edition;Intel Xeon Processor E7-8890 v4;2.2 GHz;4;96;192;1000;64 KB L1 cache and 256 KB L2 cache per core, 60 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18005.pdf;;34032;0.85;;;11289000;3763000;188150;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018004;2018-01-24;Fujitsu;FUJITSU Server PRIMERGY RX4770 M4;Windows Server 2012 R2;Microsoft SQL Server 2012 RTM;Intel Xeon Platinum 8180 Processor;2.5 GHz;4;112;224;768;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18004.pdf;;56480;0.98;;;18525000;6175000;308750;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2018003;2018-01-23;Amazon Web Services;Amazon EC2 c5.18xlarge;Windows Server 2016 Datacenter Edition;SQL Server 2012;Intel Xeon Platinum 8124 Processor;3 GHz;2;36;72;144;64 KB L1 cache and 256 KB L2 cache per core, 24,75 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18003.pdf;;16700;0.5;;;5724000;1908000;95400;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2018002;2018-01-15;HPE;HPE Superdome Flex;Red Hat Enterprise Linux Server 7.4;SAP ASE 16;Intel Xeon Platinum 8180 processor;2.5 GHz;8;224;448;3072;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2018/Cert18002.pdf;;99115;0.96;;;32542000;10847330;542370;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017050;2017-12-11;Cisco Systems;Cisco HyperFlex HXAF240C-M4SX;Windows Server 2012 R2 Datacenter Edition on VMware vSphere 6.5 Update 1;Microsoft SQL-Server 2012 Enterprise Edition;Intel Xeon Processor E5-2690 v4;2.6 GHz;2;28;56;512;64 KB L1 cache and 256 KB L2 cache per core, 35 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17050.pdf;;11345;0.88;;;3755000;1251670;62580;;2-tier;Virtualized;SAP enhancement package 5 for SAP ERP 6.0
2017049;2017-11-09;Huawei Technologies;Huawei KunLun 9008;Red Hat Enterprise Linux 7.2;Db2 10.1;Intel Xeon Processor E7-8894 v4;2.4 GHz;8;192;384;2048;64 KB L1 cache and 256 KB L2 cache per core, 60 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17049.pdf;;77280;0.9;;;25533000;8511000;425550;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017044;2017-11-03;Microsoft Corporation;Azure Virtual Machine Services E64s v3;Windows Server 2012 R2 RTM;SQL Server 2012;Intel Xeon Processor E5-2673 v4;2.3 GHz;2;40;80;512;64 KB L1 cache and 256 KB L2 cache per core, 50 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17044.pdf;;12800;0.96;;;4203000;1401000;70050;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2017043;2017-11-03;Microsoft Corporation;Azure Virtual Machine Services D64s v3;Windows Server 2012 R2 RTM;SQL Server 2012;Intel Xeon Processor E5-2673 v4;2.3 GHz;2;40;80;512;64 KB L1 cache and 256 KB L2 cache per core, 50 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17043.pdf;;12730;0.96;;;4181000;1393670;69680;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2017042;2017-11-03;Lenovo;Lenovo ThinkSystem SR950;Windows Server 2012 R2;Db2 10.5;Intel Xeon Platinum 8180 processor;2.5 GHz;4;112;224;1536;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17042.pdf;;60701;0.95;;;19959000;6653000;332650;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017040;2017-10-09;Dell;Dell EMC PowerEdge R640;Red Hat Enterprise Linux 7.4;SAP ASE 16;Intel Xeon Platinum 8180 processor;2.5 GHz;2;56;112;768;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17040.pdf;;31400;0.99;;;10283000;3427670;171380;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017039;2017-09-25;HPE;HPE ProLiant DL580 Gen10 Server;Windows Server 2012 R2 Datacenter Edition;SQL Server 2012;Intel Xeon Platinum 8180 processor;2.5 GHz;4;112;224;1536;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17039.pdf;;55001;0.94;;;18103000;6034330;301720;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017038;2017-09-19;Lenovo;Lenovo ThinkSystem SR650;Windows Server 2012 R2 Standard Edition;DB2 10.5;Intel Xeon Platinum 8180 processor;2.5 GHz;2;56;112;768;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17038.pdf;;31002;0.99;;;10153000;3384330;169220;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017036;2017-08-22;Microsoft Corporation;Azure Virtual Machine Services M128S;Windows Server 2016 Datacenter Edition;SQL Server 2012;Intel Xeon Processor E7-8890 v3;2.5 GHz;4;72;144;4096;64 KB L1 cache and 256 KB L2 cache per core, 45 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17036.pdf;;24600;0.96;;;8078000;2692670;134630;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2017035;2017-08-22;Microsoft Corporation;Azure Virtual Machine Services M64MS;Windows Server 2016 Datacenter Edition;SQL Server 2012;Intel Xeon Processor E7-8890 v3;2.5 GHz;4;72;144;4096;64 KB L1 cache and 256 KB L2 cache per core, 45 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17035.pdf;;12600;0.97;;;4136000;1378670;68930;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2017031;2017-08-18;Dell;Dell PowerEdge M630;Red Hat Enterprise Linux 7.3;SAP ASE 16;Intel Xeon Processor E5-2699 v4;2.2 GHz;2;44;88;512;64 KB L1 cache and 256 KB L2 cache per core, 55 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17031.pdf;;19411;0.95;;;6382000;2127330;106370;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017030;2017-08-18;Dell;Dell PowerEdge M830;Red Hat Enterprise Linux 7.3;SAP ASE 16;Intel Xeon Processor E5-4699 v4;2.2 GHz;4;88;176;1024;64 KB L1 cache and 256 KB L2 cache per core, 55 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17030.pdf;;37010;0.92;;;12203000;4067670;203380;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017029;2017-08-18;Cisco Systems;Cisco UCS C480 M5;Windows Server 2012 R2 Datacenter Edition;DB2 10.5;Intel Xeon Platinum 8180 processor;2.5 GHz;4;112;224;1536;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17029.pdf;;60700;0.95;;;19958000;6652670;332630;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017028;2017-08-16;Cisco Systems;Cisco UCS C240 M5;Windows Server 2012 R2 Datacenter Edition;DB2 10.5;Intel Xeon Platinum 8180 processor;2.5 GHz;2;56;112;768;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17028.pdf;;31900;0.94;;;10499000;3499670;174980;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017027;2017-08-07;IBM;IBM BI.S2.NW512;Red Hat Enterprise Linux 6.8;DB2 10.5;Intel Xeon Processor E5-2690 v4;2.6 GHz;2;28;56;512;64 KB L1 cache and 256 KB L2 cache per core, 35 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17027.pdf;;12000;0.99;;;3931000;1310330;65520;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2017022;2017-07-11;HPE;HPE ProLiant BL460c Gen10 Server Blade;Windows Server 2012 R2 Datacenter Edition;SQL Server 2012;Intel Xeon Platinum 8164 processor;2 GHz;2;52;104;768;64 KB L1 cache and 1024 KB L2 cache per core, 35.75 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17022.pdf;;23350;0.95;;;7678000;2559330;127970;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017021;2017-07-11;Cisco Systems;Cisco UCS C240 M5;Windows Server 2012 R2 Datacenter Edition;DB2 10.5;Intel Xeon Platinum 8180 processor;2.5 GHz;2;56;112;768;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17021.pdf;;31855;0.93;;;10490000;3496670;174830;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017020;2017-07-11;HPE;HPE Synergy 660 Gen10 Compute Module;Windows Server 2012 R2 Datacenter Edition;SQL Server 2012;Intel Xeon Platinum 8180 processor;2.5 GHz;4;112;224;1536;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17020.pdf;;53700;0.97;;;17617000;5872330;293620;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017019;2017-07-11;HPE;HPE ProLiant DL380 Gen10 Server;Windows Server 2012 R2 Datacenter Edition;SQL Server 2012;Intel Xeon Platinum 8180M processor;2.5 GHz;2;56;112;768;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17019.pdf;;28160;0.97;;;9241000;3080330;154020;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017018;2017-07-11;Dell;Dell PowerEdge R940;Red Hat Enterprise Linux 7.3;SAP ASE 16;Intel Xeon Platinum 8180 processor;2.5 GHz;4;112;224;1536;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17018.pdf;;62500;0.99;;;20466000;6822000;341100;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017017;2017-07-11;Dell;Dell PowerEdge R740;Red Hat Enterprise Linux 7.3;SAP ASE 16;Intel Xeon Platinum 8180 processor;2.5 GHz;2;56;112;768;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17017.pdf;;32085;0.99;;;10514000;3504670;175230;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017016;2017-07-11;Fujitsu;Fujitsu PRIMEQUEST 3800B;Windows Server 2012 R2 Standard Edition;SQL Server 2012;Intel Xeon Platinum 8180 processor;2.5 GHz;8;224;448;3072;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17016.pdf;;101000;0.78;;;33726000;11242000;562100;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017015;2017-07-11;Dell;Dell PowerEdge R940;Windows Server 2016 Datacenter Edition;DB2 10.5;Intel Xeon Platinum 8180 processor;2.5 GHz;4;112;224;1536;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17015.pdf;;56410;0.98;;;18496000;6165330;308270;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017014;2017-07-11;Fujitsu;Fujitsu PRIMERGY RX2540 M4;Windows Server 2012 R2 Standard Edition;SQL Server 2012;Intel Xeon Platinum 8180 processor;2.5 GHz;2;56;112;384;64 KB L1 cache and 1024 KB L2 cache per core, 38.5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17014.pdf;;29600;0.95;;;9732000;3244000;162200;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017013;2017-06-30;NEC;NEC Express5800 R320e-M4;Windows Server 2012 R2 Datacenter Edition;SQL Server 2012;Intel Xeon Processor E5-2670 v3;2.3 GHz;2;24;48;256;64 KB L1 cache and 256 KB L2 cache per core, 30 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17013.pdf;;7656;0.94;;;2519000;839670;41980;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017006;2017-02-17;HPE;HPE Synergy 680 Gen9 Compute Module;Windows Server 2012 R2 Datacenter Edition;SQL Server 2012;Intel Xeon Processor E7-8890 v4;2.2 GHz;4;96;192;1024;64 KB L1 cache and 256 KB L2 cache per core, 60 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17006.pdf;;39746;0.97;;;13043000;4347670;217380;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017005;2017-02-07;IBM;IBM BI.S1.NW256;Red Hat Enterprise Linux 6.8;DB2 10.5;Intel Xeon Processor E5-2690 v3;2.6 GHz;2;24;48;256;64 KB L1 cache and 256 KB L2 cache per core, 30 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17005.pdf;;9960;0.86;;;3301000;1100330;55020;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2017002;2017-02-07;Lenovo;Lenovo System x3950 X6;Windows Server 2012 R2 Standard Edition;DB2 10.1;Intel Xeon Processor E7-8894 v4;2.4 GHz;8;192;384;2048;64 KB L1 cache and 256 KB L2 cache per core, 60 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17002.pdf;;77098;0.98;;;25274000;8424670;421230;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2017001;2017-02-07;Dell;Dell PowerEdge R930;Red Hat Enterprise Linux 7.2;SAP ASE 16;Intel Xeon Processor E7-8894 v4;2.4 GHz;4;96;192;1024;64 KB L1 cache and 256 KB L2 cache per core, 60 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2017/Cert17001.pdf;;43300;0.98;;;14191000;4730330;236520;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2016069;2016-12-20;Amazon Web Services;Amazon EC2 r4.16xlarge;Windows Server 2012 R2 Standard Edition;SQL Server 2012;Intel Xeon Processor E5-2686 v4;2.3 GHz;2;36;72;512;64 KB L1 cache and 256 KB L2 cache per core, 45 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2016/Cert16069.pdf;;13420;0.54;;;4584000;1528000;76400;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2016068;2016-12-20;Amazon Web Services;Amazon EC2 m4.16xlarge;Windows Server 2012 R2 Standard Edition;SQL Server 2012;Intel Xeon Processor E5-2686 v4;2.3 GHz;2;36;72;288;64 KB L1 cache and 256 KB L2 cache per core, 45 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2016/Cert16068.pdf;;13400;0.61;;;454600;1515330;75770;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2016067;2016-12-20;Cisco Systems;Cisco UCS C460 M4;Red Hat Enterprise Linux 7.2;DB2 10.5;Intel Xeon Processor E7-8890 v4;2.2 GHz;4;96;192;1024;64 KB L1 cache and 256 KB L2 cache per core, 60 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2016/Cert16067.pdf;;41100;0.99;;;13460000;4486670;224330;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2016065;2016-12-19;Dell;Dell PowerEdge R730;Windows Server 2012 R2 Datacenter Edition;DB2 10.1;Intel Xeon Processor E5-2699A v4;2.4 GHz;2;44;88;512;64 KB L1 cache and 256 KB L2 cache per core, 55 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2016/Cert16065.pdf;;21520;0.96;;;7067000;2355670;117780;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2016064;2016-12-19;Dell;Dell PowerEdge R930;Windows Server 2012 R2 Datacenter Edition;SQL Server 2012;Intel Xeon Processor E7-8890 v4;2.2 GHz;4;96;192;1024;64 KB L1 cache and 256 KB L2 cache per core, 60 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2016/Cert16064.pdf;;39000;0.94;;;12834000;4278000;213900;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2016063;2016-12-19;IBM;IBM BI.S1.NW128;Red Hat Enterprise Linux 6.8;DB2 10.5;Intel Xeon Processor E5-2690 v3;2.6 GHz;2;24;48;128;64 KB L1 cache and 256 KB L2 cache per core, 30 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2016/Cert16063.pdf;;9900;0.97;;;3248000;1082670;54130;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2016061;2016-12-07;Hitachi;Hitachi Compute Blade 520XB3;Windows Server 2012 R2 Standard Edition;SQL Server 2012;Intel Xeon Processor E7-8890 v4;2.2 GHz;8;192;384;2048;64 KB L1 cache and 256 KB L2 cache per core, 60 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2016/Cert16061.pdf;;72600;0.73;;;24362000;8120670;406030;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2016060;2016-12-07;IBM;IBM BI.S1.H1000;Red Hat Enterprise Linux 6.7;DB2 10.5;Intel Xeon Processor E7-4890 v2;2.8 GHz;4;60;120;1024;64 KB L1 cache and 256 KB L2 cache per core, 37,5 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2016/Cert16060.pdf;;22398;0.95;;;7360000;2453330;122670;;2-tier;Cloud;SAP enhancement package 5 for SAP ERP 6.0
2016057;2016-11-18;Dell;Dell PowerEdge R830;Windows Server 2012 R2 Datacenter Edition;DB2 10.1;Intel Xeon Processor E5-4699 v4;2.2 GHz;4;88;176;1024;64 KB L1 cache and 256 KB L2 cache per core, 55 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2016/Cert16057.pdf;;38177;0.97;;;12525000;4175000;208750;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
2016056;2016-11-18;Nutanix;Nutanix NX8150 G5;Windows Server 2012 R2 Datacenter Edition;SQL Server 2012;Intel Xeon Processor E5-2699 v4;2.2 GHz;2;44;88;256;64 KB L1 cache and 256 KB L2 cache per core, 55 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/2016/Cert16056.pdf;;18630;0.68;;;6280000;2093330;104670;;2-tier;Bare-Metal;SAP enhancement package 5 for SAP ERP 6.0
